race_id,year,round,track,driver,race_lap,compound,tire_age,is_inlap,is_outlap,post_cliff,lap_time_sec,avg_speed_kmh,min_speed_kmh,max_speed_kmh,throttle_percent,braking_percent,coasting_percent,avg_gear,gear_changes
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,44,SOFT,7.0,False,False,0,94.531,204.6063305743803,63.0,303.0,0.5757162346521146,0.20463847203274216,0.0572987721691678,5.362892223738063,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,45,SOFT,8.0,False,False,0,94.249,205.3600560823641,64.0,302.0,0.5741758241758241,0.19642857142857142,0.04395604395604396,5.361263736263736,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,46,SOFT,9.0,False,False,0,94.193,204.3571450159586,63.0,303.0,0.5752461322081576,0.20253164556962025,0.052039381153305204,5.337552742616034,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,47,SOFT,10.0,False,False,0,94.239,206.30151235868914,64.0,303.0,0.5853994490358126,0.1763085399449036,0.06198347107438017,5.3911845730027546,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,48,SOFT,11.0,False,False,0,94.35,203.8205198729427,63.0,303.0,0.5750350631136045,0.18513323983169705,0.061711079943899017,5.354838709677419,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,49,SOFT,12.0,False,False,0,94.403,205.02228771239663,64.0,304.0,0.5858585858585859,0.19047619047619047,0.050505050505050504,5.334776334776334,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,50,SOFT,13.0,False,False,0,94.783,204.62654848653423,64.0,305.0,0.569672131147541,0.1871584699453552,0.06147540983606557,5.345628415300546,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,51,SOFT,14.0,False,False,0,94.34,203.26798762787143,61.0,324.0,0.5666199158485273,0.2131837307152875,0.04628330995792426,5.301542776998597,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,52,SOFT,15.0,False,False,0,94.906,201.59301987530512,66.0,306.0,0.5546334716459198,0.1991701244813278,0.048409405255878286,5.301521438450899,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,53,SOFT,16.0,False,False,1,95.6,201.538968796116,64.0,309.0,0.5563186813186813,0.20741758241758243,0.05357142857142857,5.252747252747253,44
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,54,SOFT,17.0,False,False,1,95.334,201.08657417707985,63.0,306.0,0.5674157303370787,0.1896067415730337,0.05196629213483146,5.287921348314606,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,55,SOFT,18.0,False,False,1,95.184,202.65343385571992,62.0,304.0,0.5735900962861072,0.1843191196698762,0.048143053645116916,5.308115543328748,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,56,SOFT,19.0,False,False,1,94.671,204.83041863436785,65.0,303.0,0.5922330097087378,0.19694868238557559,0.04854368932038835,5.342579750346741,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,VER,57,SOFT,20.0,False,False,1,94.923,202.64739855912282,62.0,303.0,0.5777777777777777,0.18611111111111112,0.044444444444444446,5.3,44
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,1,SOFT,4.0,False,False,0,100.053,186.00247716196284,0.0,293.0,0.5319426336375489,0.22816166883963493,0.03780964797913951,4.5215123859191655,53
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,2,SOFT,5.0,False,False,0,96.541,198.21610121786264,62.0,304.0,0.5501319261213721,0.22691292875989447,0.05672823218997362,5.007915567282322,50
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,3,SOFT,6.0,False,False,0,97.297,198.47173876675302,60.0,326.0,0.5489130434782609,0.22554347826086957,0.05298913043478261,5.0584239130434785,47
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,4,SOFT,7.0,False,False,0,97.722,196.7330628295398,61.0,325.0,0.5202614379084968,0.23398692810457516,0.04967320261437908,4.96078431372549,46
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,5,SOFT,8.0,False,False,0,98.044,197.56043207715595,58.0,325.0,0.5294117647058824,0.23529411764705882,0.03877005347593583,5.025401069518717,45
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,6,SOFT,9.0,False,False,0,97.823,197.3171448892563,58.0,328.0,0.5385674931129476,0.23140495867768596,0.048209366391184574,5.064738292011019,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,7,SOFT,10.0,False,False,0,97.821,197.0815469935349,56.0,328.0,0.5396825396825397,0.24338624338624337,0.03835978835978836,4.973544973544974,45
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,8,SOFT,11.0,False,False,0,97.838,196.11123132234488,59.0,303.0,0.5876010781671159,0.2223719676549865,0.02021563342318059,4.880053908355795,47
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,9,SOFT,12.0,False,False,0,97.596,198.63085552593805,64.0,304.0,0.5681198910081744,0.24114441416893734,0.035422343324250684,5.083106267029973,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,10,SOFT,13.0,False,False,0,97.63,197.97409035608152,61.0,305.0,0.5655080213903744,0.22459893048128343,0.03074866310160428,5.06283422459893,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,11,SOFT,14.0,False,False,0,97.836,196.8779294103294,61.0,304.0,0.5448369565217391,0.23505434782608695,0.04619565217391304,5.044836956521739,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,12,SOFT,15.0,True,False,0,100.277,189.960399585739,63.0,320.0,0.5370370370370371,0.25,0.03306878306878307,4.867724867724868,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,13,HARD,1.0,False,True,0,117.624,163.53328959287646,0.0,294.0,0.5349344978165939,0.23471615720524017,0.02074235807860262,3.7958515283842793,56
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,14,HARD,2.0,False,False,0,95.606,201.46749263304235,60.0,331.0,0.5784447476125512,0.22373806275579808,0.03274215552523874,4.9918144611186905,49
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,15,HARD,3.0,False,False,0,96.815,200.7354480593567,63.0,303.0,0.5641025641025641,0.21997300944669365,0.0553306342780027,5.125506072874494,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,16,HARD,4.0,False,False,0,95.783,200.65434720339607,63.0,320.0,0.5861601085481682,0.22116689280868385,0.029850746268656716,5.146540027137042,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,17,HARD,5.0,False,False,0,96.454,199.74169700736329,66.0,300.0,0.5601659751037344,0.2268326417704011,0.051175656984785614,5.153526970954357,38
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,18,HARD,6.0,False,False,0,96.311,201.03002679244065,64.0,299.0,0.5841584158415841,0.2248939179632249,0.03818953323903819,5.183875530410184,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,19,HARD,7.0,False,False,0,96.038,200.35026865435208,64.0,301.0,0.5652173913043478,0.23233695652173914,0.03804347826086957,5.119565217391305,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,20,HARD,8.0,False,False,0,96.278,199.84042898400807,63.0,301.0,0.580952380952381,0.20816326530612245,0.044897959183673466,5.152380952380953,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,21,HARD,9.0,False,False,0,96.165,200.2742873287038,63.0,301.0,0.5832205683355887,0.2178619756427605,0.02435723951285521,5.167794316644113,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,22,HARD,10.0,False,False,0,96.037,201.95029265752595,63.0,300.0,0.5895020188425303,0.2018842530282638,0.03095558546433378,5.243606998654105,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,23,HARD,11.0,False,False,0,96.249,201.61438964744735,62.0,301.0,0.5997267759562842,0.21174863387978143,0.02185792349726776,5.185792349726776,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,24,HARD,12.0,False,False,0,96.211,198.58610373062726,64.0,302.0,0.5802469135802469,0.19890260631001372,0.04526748971193416,5.089163237311386,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,25,HARD,13.0,False,False,0,96.344,201.70832665468163,64.0,302.0,0.5986486486486486,0.19594594594594594,0.043243243243243246,5.201351351351351,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,26,HARD,14.0,False,False,0,96.347,201.64460655417315,61.0,301.0,0.5755102040816327,0.22040816326530613,0.027210884353741496,5.202721088435374,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,27,HARD,15.0,False,False,0,96.233,201.42719117356407,64.0,301.0,0.5975609756097561,0.22086720867208673,0.017615176151761516,5.169376693766938,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,28,HARD,16.0,False,False,0,96.226,198.83119822253963,64.0,301.0,0.5584958217270195,0.201949860724234,0.03064066852367688,5.193593314763231,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,29,HARD,17.0,False,False,0,96.437,198.96450712300097,63.0,301.0,0.5825242718446602,0.19833564493758668,0.04022191400832178,5.155339805825243,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,30,HARD,18.0,False,False,0,96.313,199.49666252228005,62.0,301.0,0.581989247311828,0.20430107526881722,0.0228494623655914,5.135752688172043,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,31,HARD,19.0,False,False,0,96.339,199.22265201543468,61.0,302.0,0.5831024930747922,0.19529085872576177,0.030470914127423823,5.153739612188366,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,32,HARD,20.0,False,False,0,96.276,201.2679649661938,63.0,302.0,0.5834502103786816,0.20476858345021037,0.028050490883590462,5.242636746143058,38
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,33,HARD,21.0,False,False,0,96.564,200.29065017820713,64.0,302.0,0.5826210826210826,0.198005698005698,0.029914529914529916,5.166666666666667,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,34,HARD,22.0,False,False,0,96.378,200.29494110860884,61.0,302.0,0.5825105782792666,0.19605077574047955,0.023977433004231313,5.148095909732017,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,35,HARD,23.0,False,False,0,96.776,200.52396770035222,58.0,303.0,0.5804676753782668,0.21320495185694635,0.02888583218707015,5.196698762035763,42
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,36,HARD,24.0,True,False,0,99.365,192.83684030633464,62.0,302.0,0.5544959128065395,0.24114441416893734,0.02452316076294278,4.915531335149864,46
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,37,SOFT,1.0,False,True,0,115.808,166.28042064599828,0.0,291.0,0.5536723163841808,0.2305084745762712,0.020338983050847456,4.157062146892655,48
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,38,SOFT,2.0,False,False,0,94.804,205.68500737448443,64.0,302.0,0.5855354659248957,0.21696801112656466,0.02642559109874826,5.267037552155772,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,39,SOFT,3.0,False,False,0,94.607,202.43099823040285,64.0,302.0,0.5710267229254571,0.22644163150492264,0.03938115330520394,5.265822784810126,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,40,SOFT,4.0,False,False,0,94.364,204.81954740691066,63.0,303.0,0.592747559274756,0.22594142259414227,0.026499302649930265,5.270571827057183,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,41,SOFT,5.0,False,False,0,94.4,204.8944476639011,62.0,303.0,0.5893108298171589,0.20956399437412096,0.02812939521800281,5.281293952180028,41
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,42,SOFT,6.0,False,False,0,94.525,204.02668562570787,62.0,302.0,0.5863509749303621,0.21309192200557103,0.027855153203342618,5.284122562674095,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,43,SOFT,7.0,False,False,0,94.797,203.66600091447668,62.0,302.0,0.5819444444444445,0.2,0.0375,5.286111111111111,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,44,SOFT,8.0,False,False,0,94.799,202.9084859577771,62.0,303.0,0.5774456521739131,0.19972826086956522,0.04619565217391304,5.315217391304348,35
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,45,SOFT,9.0,False,False,0,94.592,203.755543813721,64.0,302.0,0.5917808219178082,0.2219178082191781,0.026027397260273973,5.324657534246575,35
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,46,SOFT,10.0,False,False,0,94.844,205.7944225578966,64.0,304.0,0.5815899581589958,0.21478382147838215,0.03765690376569038,5.387726638772664,37
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,47,SOFT,11.0,False,False,0,94.73,202.96382200353617,65.0,303.0,0.5989085948158254,0.19781718963165076,0.03956343792633015,5.306957708049113,38
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,48,SOFT,12.0,False,False,0,94.885,204.57839941835033,65.0,304.0,0.6073446327683616,0.2033898305084746,0.03531073446327684,5.3008474576271185,38
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,49,SOFT,13.0,False,False,0,94.966,202.62908328799955,63.0,305.0,0.5842857142857143,0.22,0.03571428571428571,5.275714285714286,39
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,50,SOFT,14.0,False,False,0,95.082,201.62304966401908,63.0,305.0,0.5741496598639456,0.2054421768707483,0.0380952380952381,5.263945578231293,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,51,SOFT,15.0,False,False,0,94.94,203.63616392716435,65.0,305.0,0.5789473684210527,0.2077562326869806,0.027700831024930747,5.31994459833795,38
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,52,SOFT,16.0,False,False,1,95.183,203.24263745955702,64.0,306.0,0.5785813630041725,0.2086230876216968,0.02920723226703755,5.319888734353269,38
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,53,SOFT,17.0,False,False,1,95.842,201.03795548983658,62.0,306.0,0.5664819944598338,0.20914127423822715,0.03462603878116344,5.254847645429363,40
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,54,SOFT,18.0,False,False,1,95.459,202.53709430653103,62.0,305.0,0.5903448275862069,0.19724137931034483,0.028965517241379312,5.3020689655172415,34
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,55,SOFT,19.0,False,False,1,95.611,201.37896027646613,61.0,305.0,0.5843621399176955,0.2030178326474623,0.03155006858710562,5.251028806584362,37
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,56,SOFT,20.0,False,False,1,95.568,201.61195852208522,62.0,306.0,0.5696551724137932,0.21241379310344827,0.027586206896551724,5.296551724137931,37
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,PER,57,SOFT,21.0,False,False,1,95.746,201.46150873278103,61.0,307.0,0.5770804911323328,0.2019099590723056,0.030013642564802184,5.2905866302864935,37
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,SAI,1,SOFT,4.0,False,False,0,100.62,184.44863882080847,0.0,298.0,0.522697795071336,0.24254215304798962,0.02594033722438392,4.699092088197147,52
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,SAI,2,SOFT,5.0,False,False,0,97.236,197.5507891220514,60.0,304.0,0.5418848167539267,0.23036649214659685,0.031413612565445025,5.12958115183246,43
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,SAI,3,SOFT,6.0,False,False,0,97.08,198.72850216017153,58.0,306.0,0.5741496598639456,0.2,0.0326530612244898,5.115646258503402,44
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,SAI,4,SOFT,7.0,False,False,0,97.264,198.1697426797084,60.0,307.0,0.5710526315789474,0.22763157894736843,0.02894736842105263,5.192105263157894,44
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,SAI,5,SOFT,8.0,False,False,0,98.032,197.9697476210992,60.0,326.0,0.5401069518716578,0.22727272727272727,0.02540106951871658,5.125668449197861,46
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,SAI,6,SOFT,9.0,False,False,0,97.741,197.80909519165087,56.0,328.0,0.5517241379310345,0.22206896551724137,0.02482758620689655,5.150344827586207,49
2024_01_Bahrain_Grand_Prix,2024,1,Bahrain Grand Prix,SAI,7,SOFT,10.0,False,False,0,98.26,196.22474916415464,55.0,331.0,0.5217391304347826,0.25691699604743085,0.010540184453227932,5.129117259552042,48
